"gender","age_60","age_60_70","age_70_80","age_80","bmi_25","bmi_25_30","bmi_30","antibiotics","ever_smoker","pre_comor_Group3_Endocrine","pre_comor_Anemia","pre_comor_Group5_MentalDisorder","pre_comor_Group6_Nervous","pre_comor_Hypertension","pre_comor_Group8_Respiratory","pre_comor_Rheumatism","num_patient"
1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,4
1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,2
1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,17
1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,7
1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,57
1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,37
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,12
1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,19
1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,2
1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,9
1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2
1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4
1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,7
1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,4
1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1
1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,4
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6
1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,3
1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,2
1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1
1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,2
1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1
1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,10
1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,19
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2
1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,19
1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,6
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,3
1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,2
1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1
1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,4
1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,3
1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2
1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,6
1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,10
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,13
1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,5
1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9
1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,6
1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,4
1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,2
1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9
1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,13
1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,6
1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1
1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,4
1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2
1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1
1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
2,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,2
2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
2,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1
2,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1
2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1
2,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1
2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,73
2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,16
2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2
2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2
2,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,7
2,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,2
2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
2,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,4
2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,169
2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8
2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,5
2,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,2
2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
2,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1
2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3
2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,3
2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,39
2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,7
2,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,2
2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2
2,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
2,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,2
2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
2,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,5
2,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,3
2,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
2,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1
2,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
2,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
2,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3
2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,25
2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,5
2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3
2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3
2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
2,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
2,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
2,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,3
2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,6
2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
2,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1
2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4
2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,2
2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,5
2,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1
2,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,21
2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,106
2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,5
2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,16
2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,21
2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,4
2,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1
2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6
2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3
2,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,2
2,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,12
2,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,15
2,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,2
2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,7
2,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1
2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1
2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,4
2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,5
2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,4
2,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,3
2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,4
2,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,22
2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,2
2,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,2
2,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1
2,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,6
2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3
2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2
2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4
2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,5
2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2
2,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,31
2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,5
2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,5
2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,2
2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,7
2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2
2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,18
2,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,4
2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,3
2,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,6
2,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1
2,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
2,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,3
2,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
2,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,3
2,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,4
2,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
2,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,2
2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,2
2,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2
2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4
2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
2,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1
2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,9
2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,3
2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,14
2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,11
2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,3
2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2
2,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1
2,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,4
2,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,4
2,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2
2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1
2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1
2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,3
2,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1
2,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1
2,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30
2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,6
2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10
2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3
2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3
2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,24
2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,51
2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,29
2,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,41
2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,13
2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3
2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5
2,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1
2,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,11
2,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,5
2,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1
2,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,20
2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,103
2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,13
2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,6
2,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,38
2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,11
2,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,4
2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9
2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4
2,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
2,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,7
2,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,10
2,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3
2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,4
2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,4
2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,3
2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,5
2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2
2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,5
2,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,5
2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,6
2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1
2,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1
2,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1
2,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,3
2,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,4
2,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
2,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
